,sex,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE,real_gdp_current,MED_E_current,MEI_E_current,real_gdp_minus_5,MED_E_minus_5,MEI_E_minus_5,real_gdp_minus_10,MED_E_minus_10,MEI_E_minus_10,people_in_low_work_intensity_household_perc,material_deprivation_rate_perc,mean-median,qoutient
276,M,Cyprus,2020,80.4,24240,19422.99668328625,22659.29144406692,20810.0,16356.562405543193,19907.69169874,23510.0,19130.376584996135,22634.798535492606,5.3,8.8,3236.294760780671,0.16662180473755353
277,M,Cyprus,2021,79.2,26600,19884.4161575017,23136.750340779705,22060.0,17327.6827483748,20475.5210009704,23020.0,20018.23114968133,23588.793511201788,5.8,8.7,3252.334183278006,0.16356196518503327
278,M,Cyprus,2022,79.7,27990,20944.840796728287,24124.939201215027,23130.0,17714.576874888135,20989.423091019118,21930.0,19102.63461060612,23233.049592316715,3.9,8.7,3180.09840448674,0.15183206381704706
279,M,Cyprus,2023,80.9,28220,21908.530064529372,25615.404264326677,24300.0,18412.090122329744,21263.770761646607,20510.0,18034.216231471695,22331.946149482057,4.0,8.1,3706.8741997973048,0.16919775945164187
280,M,Czechia,2015,75.7,16230,12381.772109594804,13580.090932488907,14970.0,10220.161559231947,11414.907091437644,13630.0,8232.471044855798,9228.940816685146,5.7,8.1,1198.3188228941035,0.09678088179037878
281,M,Czechia,2016,76.1,16640,13301.873629476946,14614.530376889103,15260.0,10628.454830637507,11790.47939447435,14490.0,8786.417209150692,9756.437669225163,5.8,7.3,1312.6567474121566,0.09868209426552586
282,M,Czechia,2017,76.1,17490,13429.315633996848,14810.742168745504,15130.0,11258.172115982594,12451.223020940284,15200.0,9574.153294511123,10564.359338069247,5.0,6.0,1381.4265347486562,0.10286648794310262
283,M,Czechia,2018,76.2,17960,14071.257146799162,15477.160021653599,15130.0,11378.997161890271,12637.307274360537,15430.0,10393.207541249694,11491.825196028443,4.3,4.6,1405.902874854437,0.09991309661868006
284,M,Czechia,2019,76.4,18570,14867.425384395327,16295.978145927187,15470.0,11763.064125326802,13000.008338534532,14610.0,10176.948428756432,11229.366603766139,4.2,4.2,1428.5527615318606,0.09608608919142467
285,M,Czechia,2020,75.3,17670,15133.026211560677,16640.781947742496,16230.0,12381.772109594804,13580.090932488907,14970.0,10220.161559231947,11414.907091437644,4.1,3.7,1507.7557361818199,0.0996334583118603
286,M,Czechia,2021,74.1,18380,14609.833126323214,16403.881364516616,16640.0,13301.873629476946,14614.530376889103,15260.0,10628.454830637507,11790.47939447435,4.8,3.7,1794.0482381934016,0.1227973121035162
287,M,Czechia,2022,76.1,18450,16274.814993028584,18013.471703275,17490.0,13429.315633996848,14810.742168745504,15130.0,11258.172115982594,12451.223020940284,3.8,3.5,1738.6567102464178,0.10683111980020553
288,M,Czechia,2023,76.9,18240,17477.755073000764,19085.55574742925,17960.0,14071.257146799162,15477.160021653599,15130.0,11378.997161890271,12637.307274360537,4.2,4.4,1607.8006744284867,0.09199125789971621
289,M,Germany,2015,78.3,37770,21646.646981880924,24366.22246697401,35360.0,18613.708082765024,21119.562569324928,32900.0,16679.122823492726,18485.038657422498,9.0,9.1,2719.575485093086,0.12563495341192912
290,M,Germany,2016,78.6,38330,22483.246707853294,25143.021551473317,36690.0,19496.37479721129,21857.079511360265,34240.0,16035.656428944198,17670.71481093785,8.9,7.5,2659.7748436200236,0.11830030058296592
291,M,Germany,2017,78.7,39220,22496.81670639787,25145.042516583984,36800.0,20274.336466136523,22600.92927499713,35310.0,18446.629389720863,20980.11754329907,8.8,6.5,2648.2258101861153,0.11771557926384253
292,M,Germany,2018,78.6,39540,23033.051241572222,25682.14687002442,36840.0,20461.379199313513,23379.330674466855,35730.0,19190.022204801196,21901.583531301374,8.8,6.5,2649.0956284521963,0.11501279620612569
293,M,Germany,2019,79.0,39840,23814.075892675733,26366.396127064705,37480.0,20442.580008789737,22955.44190733471,33870.0,19048.70180138164,21438.011544610516,7.6,5.8,2552.3202343889716,0.1071769589503141
294,M,Germany,2020,78.7,38180,26143.669337300074,29709.09521578382,37770.0,21646.646981880924,24366.22246697401,35360.0,18613.708082765024,21119.562569324928,6.3,6.7,3565.425878483744,0.13637817371706226
295,M,Germany,2021,78.4,39570,25445.685303571398,29316.850805293936,38330.0,22483.246707853294,25143.021551473317,36690.0,19496.37479721129,21857.079511360265,7.0,6.7,3871.1655017225385,0.15213445641329243
296,M,Germany,2022,78.3,39820,25221.06748726357,28521.687358118703,39220.0,22496.81670639787,25145.042516583984,36800.0,20274.336466136523,22600.92927499713,7.7,9.1,3300.6198708551346,0.13086757222000697
297,M,Germany,2023,78.7,39380,26237.93151456094,29995.33304615764,39540.0,23033.051241572222,25682.14687002442,36840.0,20461.379199313513,23379.330674466855,7.6,10.2,3757.401531596701,0.14320494470044265
298,M,Denmark,2015,78.8,47900,21133.34120460178,23399.181906121208,46190.0,18798.232682268255,19632.2288409828,46930.0,16611.057634788533,17465.158072790655,13.2,6.2,2265.840701519428,0.10721639704686364
299,M,Denmark,2016,79.0,48970,22340.959332144692,24666.4279077977,46610.0,20078.21146659249,21566.512462865092,48550.0,16929.790111666753,17831.05928714486,11.9,5.9,2325.468575653009,0.10408991579457694
300,M,Denmark,2017,79.2,50150,21622.995536704522,23816.537038719216,46430.0,19988.563214111535,21639.15191504922,48820.0,17664.02178341708,18817.562983946427,12.0,6.3,2193.541502014694,0.10144484830009834
301,M,Denmark,2018,79.1,50830,22513.4044840032,25151.90891716432,46890.0,20563.367727594363,22718.840309516745,48330.0,18171.67454255343,19693.531652874906,9.9,5.9,2638.5044331611207,0.11719704298991733
302,M,Denmark,2019,79.5,51500,23078.56247364951,25707.008272020877,47240.0,20781.36101011966,22912.862355865796,45680.0,18451.346246579942,18927.41649462946,10.8,6.3,2628.445798371369,0.11389122703688581
303,M,Denmark,2020,79.7,50470,22855.093816620505,25307.367773628695,47900.0,21133.34120460178,23399.181906121208,46190.0,18798.232682268255,19632.2288409828,9.2,5.2,2452.2739570081903,0.10729660427929928
304,M,Denmark,2021,79.6,53970,24028.218633985824,26532.035414722755,48970.0,22340.959332144692,24666.4279077977,46610.0,20078.21146659249,21566.512462865092,10.0,4.8,2503.816780736932,0.10420317955636965
305,M,Denmark,2022,79.5,54310,24413.88186524756,27149.78778027269,50150.0,21622.995536704522,23816.537038719216,46430.0,19988.563214111535,21639.15191504922,9.3,5.9,2735.9059150251305,0.11206353541505465
306,M,Denmark,2023,79.9,55280,24115.485765834837,27357.450053419998,50830.0,22513.4044840032,25151.90891716432,46890.0,20563.367727594363,22718.840309516745,9.0,8.2,3241.9642875851605,0.1344349568184172
307,M,Estonia,2015,73.2,16000,11609.625271678033,13395.541857153563,13190.0,8175.058845142326,9414.591158725247,13210.0,5429.364140903629,6358.103732382278,7.6,7.3,1785.9165854755302,0.15383068304817019
308,M,Estonia,2016,73.3,16460,12900.003376311124,14704.542183229807,14240.0,8312.885603264038,9347.32383912959,14590.0,6341.198372679349,7403.966842386737,7.2,5.6,1804.538806918683,0.1398866926060222
309,M,Estonia,2017,73.8,17390,13638.240006458243,14922.065121938733,14810.0,8904.93232483921,10028.702505294594,15790.0,7222.453745253711,8578.435143635179,7.7,7.0,1283.8251154804893,0.09413422222167579
310,M,Estonia,2018,74.0,17990,14166.20590909091,15548.537727272727,15130.0,9794.235011886922,11450.853120022597,15030.0,8229.417011211322,9372.48258687333,6.8,6.8,1382.3318181818177,0.09757953731949716
311,M,Estonia,2019,74.5,18580,14965.717930153985,16437.582200632132,15680.0,10699.366379726103,12472.482859353193,12850.0,8847.891896581641,10089.000192800817,7.0,6.5,1471.8642704781469,0.09834905865174239
312,M,Estonia,2020,74.4,17990,14830.279226357705,16667.57227549591,16000.0,11609.625271678033,13395.541857153563,13190.0,8175.058845142326,9414.591158725247,6.4,5.5,1837.2930491382049,0.12388796064424752
313,M,Estonia,2021,72.7,19260,15727.514576955995,17521.448325250018,16460.0,12900.003376311124,14704.542183229807,14240.0,8312.885603264038,9347.32383912959,6.1,4.6,1793.9337482940227,0.11406339759001084
314,M,Estonia,2022,73.6,19240,17778.049011903164,20284.814207126565,17390.0,13638.240006458243,14922.065121938733,14810.0,8904.93232483921,10028.702505294594,7.7,5.9,2506.765195223401,0.14100339095392384
315,M,Estonia,2023,74.5,18200,16663.296109942927,18572.571643136078,17990.0,14166.20590909091,15548.537727272727,15130.0,9794.235011886922,11450.853120022597,7.2,4.5,1909.2755331931512,0.114579703835059
316,M,Greece,2015,78.5,16210,9336.738423862253,10760.08438642972,19420.0,13712.908134876234,15630.55157220532,19720.0,11327.661530294252,13127.386422889122,14.5,33.7,1423.3459625674677,0.1524457361823235
317,M,Greece,2016,78.9,16270,9567.463802587297,11058.753334440464,17530.0,12193.986620283302,14063.248423764739,20930.0,11650.93149417351,13589.189336654754,15.1,32.0,1491.2895318531664,0.1558709353517368
318,M,Greece,2017,78.8,16540,9570.883863256458,11009.488277652257,16160.0,10399.13460605922,11625.040289776494,21610.0,12178.633072488126,14258.288987189704,14.0,31.7,1438.6044143957988,0.1503105078851431
319,M,Greece,2018,79.3,16920,9829.188951947275,11217.903812119877,15900.0,9675.10587628866,10864.48187857961,21560.0,13008.423892914161,14880.178777869083,13.0,30.3,1388.7148601726021,0.1412847862587362
320,M,Greece,2019,79.2,17320,10427.060802010425,11743.559031189043,16140.0,9155.073164929894,10475.525120550426,20620.0,13507.681480410376,15524.905162385536,12.2,27.6,1316.4982291786182,0.12625784525249784
321,M,Greece,2020,78.8,15760,10891.834568674218,12252.178128789788,16210.0,9336.738423862253,10760.08438642972,19420.0,13712.908134876234,15630.55157220532,11.4,26.2,1360.3435601155707,0.12489572363025297
322,M,Greece,2021,77.4,17220,10561.49712012101,11793.447538783177,16270.0,9567.463802587297,11058.753334440464,17530.0,12193.986620283302,14063.248423764739,12.4,25.7,1231.950418662167,0.11664543432153601
323,M,Greece,2022,78.3,18310,11415.697242898535,12875.34286307339,16540.0,9570.883863256458,11009.488277652257,16160.0,10399.13460605922,11625.040289776494,10.0,26.2,1459.6456201748551,0.12786302834746865
324,M,Greece,2023,79.2,18800,12037.076846285736,13747.374714836755,16920.0,9829.188951947275,11217.903812119877,15900.0,9675.10587628866,10864.48187857961,8.6,24.4,1710.2978685510188,0.14208581455378538
325,M,Spain,2015,80.1,23440,15506.802687029729,17771.218302405487,23230.0,16437.942303504304,18842.42329814643,23690.0,12400.491159201598,14048.660738635488,17.3,13.1,2264.4156153757576,0.1460272411455761
326,M,Spain,2016,80.5,24100,16354.840518412795,18845.96056222485,23000.0,15825.778457728073,18163.825250321952,24260.0,13372.366901325046,14894.087037044268,15.8,14.2,2491.120043812054,0.15231698780599373
327,M,Spain,2017,80.6,24750,16833.94576146181,18992.637429937833,22330.0,15683.360819656584,17960.950242325005,24640.0,13870.701115848065,15460.781835647176,13.7,12.5,2158.6916684760217,0.12823444360964648
328,M,Spain,2018,80.7,25230,17198.141008334667,19533.510585487234,22090.0,15493.986898541852,17738.041043097528,24420.0,16784.948400550707,19092.440554767945,11.6,12.1,2335.369577152567,0.13579197751784836
329,M,Spain,2019,81.1,25520,17578.36990952835,19914.76584442853,22500.0,15361.53320027421,17523.62056262308,23310.0,17292.35605320319,19634.318959083197,11.0,10.6,2336.3959349001816,0.13291311691158228
330,M,Spain,2020,79.5,22610,18110.5118362948,20320.918601772108,23440.0,15506.802687029729,17771.218302405487,23230.0,16437.942303504304,18842.42329814643,10.1,11.8,2210.406765477306,0.12205103784242519
331,M,Spain,2021,80.3,24120,17810.075348790022,20058.801126695864,24100.0,16354.840518412795,18845.96056222485,23000.0,15825.778457728073,18163.825250321952,11.0,12.0,2248.725777905842,0.12626144100275327
332,M,Spain,2022,80.5,25380,18878.84519170078,21263.457352631427,24750.0,16833.94576146181,18992.637429937833,22330.0,15683.360819656584,17960.950242325005,8.3,11.9,2384.6121609306465,0.12631133613929585
333,M,Spain,2023,81.3,25730,20567.02518916626,23190.71585323505,25230.0,17198.141008334667,19533.510585487234,22090.0,15493.986898541852,17738.041043097528,8.1,13.8,2623.690664068792,0.12756782470664882
334,M,Finland,2015,78.7,38350,20233.39063776745,22212.874012240183,39260.0,18088.900296926146,19722.13302908421,38330.0,14799.896646950143,16423.971880448473,13.3,3.0,1979.483374472733,0.09783250913852513
335,M,Finland,2016,78.6,39230,20940.236011450263,23056.819431480733,40010.0,18851.71882041642,20645.576317151776,39720.0,15450.15063570942,16986.966789806083,13.7,3.7,2116.5834200304707,0.10107734310506857
336,M,Finland,2017,78.9,40430,20807.43610728179,22862.481154919373,39210.0,19459.310567595327,21338.43155403887,41650.0,16167.644720492215,17718.534114296774,13.0,5.1,2055.0450476375845,0.0987649337016779
337,M,Finland,2018,79.1,40860,21029.13114665039,23239.86013597462,38650.0,20139.489487423714,22078.453028539174,41780.0,17634.88216669439,19379.90095312947,12.9,4.7,2210.7289893242305,0.10512697713982182
338,M,Finland,2019,79.3,41370,21511.232336845293,23798.160466821533,38300.0,20206.669966730926,22094.179132934583,38230.0,18222.1790243165,19964.46193932885,8.9,4.0,2286.9281299762406,0.10631320856774437
339,M,Finland,2020,79.2,40270,21390.199404996558,23779.222237990864,38350.0,20233.39063776745,22212.874012240183,39260.0,18088.900296926146,19722.13302908421,8.8,4.5,2389.0228329943056,0.11168773080424166
340,M,Finland,2021,79.3,41270,21140.07409028642,23458.10015024193,39230.0,20940.236011450263,23056.819431480733,40010.0,18851.71882041642,20645.576317151776,9.5,3.2,2318.0260599555113,0.10965080113038077
341,M,Finland,2022,78.7,41470,22103.238582787035,24367.89147602589,40430.0,20807.43610728179,22862.481154919373,39210.0,19459.310567595327,21338.43155403887,11.2,4.2,2264.6528932388537,0.10245796717782611
342,M,Finland,2023,79.0,40920,22977.185333687903,25484.557885365273,40860.0,21029.13114665039,23239.86013597462,38650.0,20139.489487423714,22078.453028539174,9.8,5.6,2507.37255167737,0.10912444301875376
343,M,France,2015,79.2,33200,20871.793475543855,24551.22064577987,32200.0,18943.670943398625,22212.475322273323,31610.0,15500.212935855388,17606.448476553676,7.5,8.6,3679.4271702360165,0.17628706294680993
344,M,France,2016,79.5,33360,21621.291953703338,25411.129200310766,32830.0,19406.653237996386,23138.535790703958,32240.0,15797.001415567864,17942.853370145418,6.5,9.3,3789.837246607429,0.1752826452148387
345,M,France,2017,79.6,33920,21435.52448170578,24937.505462631085,32740.0,19981.15066436462,23821.253007794898,32860.0,16068.826569353805,17983.422513352103,6.6,8.7,3501.9809809253056,0.1633727685979451
346,M,France,2018,79.7,34320,21366.74952919977,24410.937412011284,32830.0,20435.306205438403,24159.562673121567,32810.0,18549.18032964103,22076.34565034071,5.9,8.4,3044.187882811515,0.1424731393350838
347,M,France,2019,79.9,34880,21640.686111265706,25400.927100527217,32990.0,20738.45416385239,24340.478085186773,31720.0,18893.474522670815,22414.04003797925,4.9,8.8,3760.2409892615105,0.17375793770716005
348,M,France,2020,79.2,32170,21020.90996763638,23964.985159321695,33200.0,20871.793475543855,24551.22064577987,32200.0,18943.670943398625,22212.475322273323,7.4,8.7,2944.075191685315,0.14005460259417832
349,M,France,2021,79.3,34230,21622.085965609404,24594.82121150926,33360.0,21621.291953703338,25411.129200310766,32830.0,19406.653237996386,23138.535790703958,8.5,8.0,2972.7352458998575,0.13748605248485668
350,M,France,2022,79.3,35030,22349.714237355627,25389.0003229751,33920.0,21435.52448170578,24937.505462631085,32740.0,19981.15066436462,23821.253007794898,7.7,9.8,3039.286085619471,0.13598769332538335
351,M,France,2023,80.1,35440,23723.043275197702,26933.8023376644,34320.0,21366.74952919977,24410.937412011284,32830.0,20435.306205438403,24159.562673121567,7.4,10.0,3210.759062466699,0.13534347280913694
358,M,Croatia,2020,74.5,11970,11569.497588222104,12458.688356949375,10810.0,8611.221936594602,9514.30284092954,10670.0,8032.947519119702,8928.992447177774,7.2,9.6,889.1907687272706,0.07685647211098243
359,M,Croatia,2021,73.5,13580,11856.575723595857,12763.182184157356,11280.0,9370.039767956052,10208.791798907987,10690.0,7633.642744894126,8563.105673091295,7.8,8.0,906.6064605614993,0.07646444316610361
360,M,Croatia,2022,74.6,14580,12796.226438172987,13933.373644047237,11770.0,9842.20894980089,10742.320124698428,10490.0,7683.609432665485,8566.217129771345,6.3,7.5,1137.1472058742493,0.08886582394962747
361,M,Croatia,2023,75.5,14980,13844.928702513062,15219.00149915455,12230.0,10314.98871595211,11230.721088670058,10510.0,7803.790741589162,8718.137584755827,5.5,6.0,1374.0727966414888,0.09924737253374762
362,M,Hungary,2015,72.3,11520,8229.37311279581,9343.577088452088,10170.0,6987.4903205883165,7629.425524040998,10160.0,5780.180251696136,6552.815561903227,8.4,34.1,1114.2039756562772,0.13539354217927085
363,M,Hungary,2016,72.6,11850,8663.199881590632,9806.261186269574,10400.0,7478.765402126709,8383.923313852887,10570.0,6386.905697641062,7565.303853962089,7.8,28.2,1143.0613046789422,0.1319444685915601
364,M,Hungary,2017,72.5,12380,8828.311202173587,9737.477698098111,10320.0,7913.819493627307,8827.13250916909,10630.0,6776.104283810621,7534.714372403807,6.0,22.9,909.1664959245245,0.10298305928552698
365,M,Hungary,2018,72.7,13100,8951.557501733369,10108.891213795203,10570.0,7519.649000367596,8520.378694207637,10750.0,6886.818591213441,7581.983471206754,5.8,17.2,1157.3337120618344,0.12928853016223485
366,M,Hungary,2019,73.1,13780,9963.109307857358,10863.6713943802,11070.0,7849.6531210872545,8995.295677242433,10040.0,7122.4808222186975,7818.533573813406,5.2,17.2,900.562086522843,0.09038966237303239
367,M,Hungary,2020,72.2,13210,10445.88750851536,11415.506526181927,11520.0,8229.37311279581,9343.577088452088,10170.0,6987.4903205883165,7629.425524040998,4.1,15.8,969.6190176665677,0.09282303843269862
368,M,Hungary,2021,70.7,14230,10616.469502152826,11537.036433130095,11850.0,8663.199881590632,9806.261186269574,10400.0,7478.765402126709,8383.923313852887,4.9,15.1,920.5669309772693,0.08671121136745084
369,M,Hungary,2022,72.6,14870,10667.705493634621,12066.942051815675,12380.0,8828.311202173587,9737.477698098111,10320.0,7913.819493627307,8827.13250916909,5.8,14.2,1399.2365581810536,0.13116565310281322
370,M,Hungary,2023,73.4,14770,11720.611035493612,13037.97521215462,13100.0,8951.557501733369,10108.891213795203,10570.0,7519.649000367596,8520.378694207637,4.7,14.9,1317.364176661009,0.11239722678891274
371,M,Ireland,2015,79.6,58040,18739.384494853875,21339.05164163679,42400.0,18047.992378765914,20923.86988961028,45600.0,16243.4987325493,18765.65450496873,18.3,16.0,2599.6671467829146,0.13872745646991894
372,M,Ireland,2016,79.8,58050,19370.00589509987,22021.493591091945,42920.0,17967.122312066946,20293.364173122787,46650.0,17551.894692236387,20733.833664391394,16.3,12.3,2651.4876959920766,0.13688626169509
373,M,Ireland,2017,80.4,62970,19408.121283844903,22993.360844474977,42580.0,17702.446987876243,20214.209780481866,47670.0,19348.757528562022,22238.988655328965,14.8,10.8,3585.2395606300743,0.18472883120399636
374,M,Ireland,2018,80.4,66760,20580.267704501686,23772.905489054174,43300.0,17934.655383031924,20945.735040001622,44560.0,19560.996147420603,22413.184936295394,11.0,9.5,3192.6377845524876,0.15513101337618346
375,M,Ireland,2019,80.8,69040,20869.651686040655,23967.16695752741,47010.0,17763.119864012362,20624.55457164398,41890.0,18674.43089515599,21140.403835312787,11.6,10.1,3097.5152714867545,0.14842199180346782
376,M,Ireland,2020,80.7,73000,21169.226793840655,24472.731282394387,58040.0,18739.384494853875,21339.05164163679,42400.0,18047.992378765914,20923.86988961028,11.0,8.5,3303.504488553732,0.15605220354646637
377,M,Ireland,2021,80.4,83910,22048.44571079428,24636.396422055474,58050.0,19370.00589509987,22021.493591091945,42920.0,17967.122312066946,20293.364173122787,10.9,6.5,2587.9507112611936,0.1173756529238797
378,M,Ireland,2022,80.9,89250,22565.975570684823,25096.83365493137,62970.0,19408.121283844903,22993.360844474977,42580.0,17702.446987876243,20214.209780481866,8.8,8.2,2530.858084246549,0.11215371905012408
379,M,Ireland,2023,81.1,82780,23405.794111944655,26657.92738551377,66760.0,20580.267704501686,23772.905489054174,43300.0,17934.655383031924,20945.735040001622,8.4,8.4,3252.133273569114,0.138945649868357
380,M,Italy,2015,80.3,27620,16781.305092904848,18837.239584199906,28780.0,16690.13735188403,18807.693686707647,30110.0,14673.453490603155,16882.058057392114,11.7,18.5,2055.9344912950583,0.12251338497887804
381,M,Italy,2016,81.0,28010,17855.682575278664,19835.452138528937,28880.0,17186.85007196433,19379.990859761638,30530.0,14979.495750095772,17076.28618618731,12.3,15.0,1979.7695632502728,0.11087616252717662
382,M,Italy,2017,80.8,28510,18146.00900932068,20242.491954863806,27900.0,17043.7932714806,19283.398518692975,30790.0,15666.961078941898,17839.193966810577,11.5,10.7,2096.4829455431245,0.11553410694694728
383,M,Italy,2018,81.2,28810,18316.380940329396,20684.36775331143,27340.0,16690.5605294321,18952.534967535452,30240.0,16517.547763506474,18545.475811995282,11.2,10.9,2367.986812982035,0.12928246145875638
384,M,Italy,2019,81.4,29000,18650.346767194256,21009.999677443484,27330.0,16600.49546351099,18768.877527778724,28470.0,16702.348054308237,18972.479068351808,10.1,10.2,2359.6529102492277,0.1265205917993884
385,M,Italy,2020,80.0,26560,19110.73499251761,21510.730042770243,27620.0,16781.305092904848,18837.239584199906,28780.0,16690.13735188403,18807.693686707647,10.5,9.4,2399.9950502526335,0.12558360791420628
386,M,Italy,2021,80.5,29080,19016.86892888434,21561.932319134354,28010.0,17855.682575278664,19835.452138528937,28880.0,17186.85007196433,19379.990859761638,10.8,9.5,2545.063390250012,0.1338318836695754
387,M,Italy,2022,80.7,30550,20154.0206811239,22769.21832785476,28510.0,18146.00900932068,20242.491954863806,27900.0,17043.7932714806,19283.398518692975,10.0,7.5,2615.1976467308596,0.12976059160146805
388,M,Italy,2023,81.4,30780,21639.03765429229,24334.955762673846,28810.0,18316.380940329396,20684.36775331143,27340.0,16690.5605294321,18952.534967535452,8.8,8.1,2695.9181083815565,0.12458585966029768
389,M,Lithuania,2015,69.2,12860,8885.826783148497,10858.949982338272,9810.0,6250.938996401483,7636.479476209341,8740.0,4159.66324194702,5047.5838583177,9.5,25.5,1973.1231991897748,0.22205285420729776
390,M,Lithuania,2016,69.5,13360,10345.206673263514,12368.577035806555,10670.0,6404.463099154866,7356.660057250754,9530.0,4982.739784336663,5898.22858440008,10.9,27.4,2023.3703625430408,0.19558530113973502
391,M,Lithuania,2017,70.7,14150,10567.794090787243,13091.420482787134,11280.0,7242.927656300573,8262.748071394326,10720.0,6301.1202364725905,7346.766390566905,9.4,23.6,2523.626391999891,0.23880351663928895
392,M,Lithuania,2018,70.9,14970,11527.328536733286,13984.27706807362,11850.0,7771.008000391114,9172.078257863326,11110.0,7419.062188208847,8756.428107564143,9.2,21.3,2456.948531340333,0.2131411908241321
393,M,Lithuania,2019,71.6,15710,12568.69283237977,14984.060617820553,12400.0,8361.046651134471,9820.039331705033,9570.0,7757.648605580289,9422.577011749221,8.4,18.8,2415.3677854407833,0.19217334830701366
394,M,Lithuania,2020,70.2,15720,13366.621018469443,16340.221293781193,12860.0,8885.826783148497,10858.949982338272,9810.0,6250.938996401483,7636.479476209341,7.9,15.1,2973.60027531175,0.22246462072972312
395,M,Lithuania,2021,69.5,16740,14588.461002444652,18004.45525059283,13360.0,10345.206673263514,12368.577035806555,10670.0,6404.463099154866,7356.660057250754,8.1,13.3,3415.9942481481776,0.2341572731747197
396,M,Lithuania,2022,71.4,17020,15044.6761913829,18735.810305148545,14150.0,10567.794090787243,13091.420482787134,11280.0,7242.927656300573,8262.748071394326,8.1,11.6,3691.1341137656455,0.24534486929534627
397,M,Lithuania,2023,72.9,16840,15341.847761755318,18709.637246325554,14970.0,11527.328536733286,13984.27706807362,11850.0,7771.008000391114,9172.078257863326,8.8,16.1,3367.789484570236,0.2195165495622748
398,M,Luxembourg,2015,80.0,95090,34447.68774992623,37557.70962154487,95920.0,31659.626188195416,33942.51197406234,91120.0,30796.905124484372,34203.46816558786,5.9,2.4,3110.0218716186428,0.09028245652352394
399,M,Luxembourg,2016,80.1,97300,33343.362116296485,37004.388520089844,94700.0,31022.188965417936,33540.58323933859,95130.0,29712.341813646322,32765.576373453583,7.1,2.4,3661.0264037933593,0.10979775797726295
400,M,Luxembourg,2017,79.9,96460,34364.82852739767,37699.654664299094,94080.0,32119.072301841286,34862.588933722924,101170.0,30753.00870330223,33724.492433049505,6.2,1.2,3334.8261369014217,0.09704183840878768
401,M,Luxembourg,2018,80.1,96110,32722.826656903682,36319.71045496824,94600.0,33028.24102117364,37879.93558084216,99110.0,30661.674625898948,34393.656577547255,9.0,1.9,3596.8837980645585,0.10991971554834208
402,M,Luxembourg,2019,80.2,96730,33285.75903913116,37609.872412203746,94820.0,33737.36423425007,36531.382031455934,94170.0,30952.994863769512,34696.66969624012,6.8,1.5,4324.113373072585,0.1299088107916993
403,M,Luxembourg,2020,79.9,94770,32471.171943436366,36215.89187836316,95090.0,34447.68774992623,37557.70962154487,95920.0,31659.626188195416,33942.51197406234,6.8,2.1,3744.719934926794,0.11532444660297336
404,M,Luxembourg,2021,80.5,99760,36563.745736555764,39990.80178907721,97300.0,33343.362116296485,37004.388520089844,94700.0,31022.188965417936,33540.58323933859,6.1,2.2,3427.056052521446,0.09372825413494597
405,M,Luxembourg,2022,80.8,96540,36507.8127239979,40096.35906428029,96460.0,34364.82852739767,37699.654664299094,94080.0,32119.072301841286,34862.588933722924,3.5,2.0,3588.546340282388,0.09829529825333817
406,M,Luxembourg,2023,81.7,94080,40205.02319861167,44225.888352647584,96110.0,32722.826656903682,36319.71045496824,94600.0,33028.24102117364,37879.93558084216,4.8,3.5,4020.8651540359133,0.1000090245980696
407,M,Latvia,2015,69.7,12010,8925.37940082116,10562.182918049992,9470.0,6247.1667196906665,7456.1218246781855,9110.0,4210.624920349948,5169.558694529844,7.7,25.3,1636.803517228831,0.18338755628452505
408,M,Latvia,2016,69.8,12430,9885.767663742823,11589.920008107467,9940.0,6386.777206076038,7619.568337869874,10370.0,4785.767497953985,6152.558834757858,7.2,21.5,1704.1523443646438,0.17238442196197026
409,M,Latvia,2017,69.8,12970,10107.397532640907,11613.439750423693,10790.0,6584.833984785441,7971.209935695372,11540.0,6078.471498218639,7369.024489030565,8.1,22.3,1506.0422177827859,0.14900395605487582
410,M,Latvia,2018,70.1,13630,10794.41585196818,12725.747982656789,11130.0,7181.435925595,8601.630691547298,11270.0,7815.979947854775,9551.571893817638,8.0,17.5,1931.3321306886082,0.17891955962920053
411,M,Latvia,2019,70.9,13820,11746.365954218616,13847.876805857906,11470.0,7942.370232743903,9608.994593846748,9620.0,7674.935738940041,9293.586146726711,8.5,13.1,2101.51085163929,0.17890731991748896
412,M,Latvia,2020,70.6,13430,11852.665241068826,13799.538643834992,12010.0,8925.37940082116,10562.182918049992,9470.0,6247.1667196906665,7456.1218246781855,7.2,11.9,1946.8734027661667,0.1642561705041967
413,M,Latvia,2021,68.2,14480,12953.180257761422,15550.887232506811,12430.0,9885.767663742823,11589.920008107467,9940.0,6386.777206076038,7619.568337869874,7.0,9.7,2597.7069747453897,0.2005458831771347
414,M,Latvia,2022,69.4,14730,13905.70337296032,16339.9923158549,12970.0,10107.397532640907,11613.439750423693,10790.0,6584.833984785441,7971.209935695372,6.9,13.1,2434.28894289458,0.17505687253677954
415,M,Latvia,2023,70.5,15190,14314.22723046319,16400.414310428227,13630.0,10794.41585196818,12725.747982656789,11130.0,7181.435925595,8601.630691547298,7.1,12.1,2086.187079965037,0.1457422078311894
416,M,Malta,2015,79.7,23000,17488.436426794247,19536.597526865105,18700.0,14268.306967876459,15852.989050232993,16330.0,12828.983438834093,14005.808479316944,7.8,14.7,2048.161100070858,0.11711516399103841
